,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Exemplar of,To be asked,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.,trial_n
0,2008_000032.jpg, bus, person,,,,30.612035947600003,high, person,,No Target,Normal,None,Na,Na,None,None,45,105
1,2008_000036.jpg, person, bicycle, boat,,,33.1188342393,high, boat,,No Target,Normal,None,Na,Na,None,None,18,258
2,2008_000037.jpg, aeroplane,,,,,12.091823003599998,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,17,317
3,2008_000059.jpg, person, dog,,,,19.028715358699998,low, person,,No Target,Normal,None,Na,Na,None,None,40,340
4,2008_000066.jpg, dog,,,,,14.840370850899999,low, dog,,No Target,Critical,"[('space', 0.8209053732134635)]",Na,Na,0.176,tone3,5,365
5,2008_000093.jpg, tvmonitor, chair, sofa,,,29.822033003800001,high, sofa,,No Target,Normal,None,Na,Na,None,None,34,274
6,2008_000112.jpg, bottle, cat,,,,21.259829756400002,low, bottle,,No Target,Critical,None,Na,Na,0.514,tone1,15,375
7,2008_000119.jpg, person, horse,,,,19.1875460742,low, horse,,No Target,Normal,None,Na,Na,None,None,44,224
8,2008_000140.jpg, boat,,,,,41.700233124699999,high, boat, bird,Target Absent,Critical,None,"[('q', 3.765702137221524)]","['space', 1.541752814213396]",0.85,tone3,38,98
9,2008_000141.jpg, person, horse,,,,19.2853678976,low, horse,,No Target,Critical,None,Na,Na,0.233,tone4,38,218
10,2008_000151.jpg, aeroplane,,,,,8.1712447406199988,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,53,353
11,2008_000163.jpg, car,,,,,18.708497724600001,low, car, car,Target Present,Normal,None,"[('p', 1.7151334778609453)]",-999,None,None,59,419
12,2008_000191.jpg, person, bicycle, boat,,,34.319051607799999,high, boat,,No Target,Normal,None,Na,Na,None,None,52,172
13,2008_000192.jpg, bird,,,,,29.176311484999999,high, bird,,No Target,Normal,None,Na,Na,None,None,2,242
14,2008_000193.jpg, car, person,,,,16.259093577600002,low, car,,No Target,Normal,"[('space', 0.41274018202966545)]",Na,Na,None,None,33,213
15,2008_000196.jpg, pottedplant, bicycle, bottle, cat,,35.353784429899996,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,0,420
16,2008_000197.jpg, aeroplane,,,,,16.5760972263,low, aeroplane, person,Target Absent,Normal,None,"[('p', 1.8745100565938628)]",-999,None,None,56,56
17,2008_000236.jpg, person,,,,,19.2767263378,low, person,,No Target,Normal,None,Na,Na,None,None,21,201
18,2008_000251.jpg, car, aeroplane,,,,35.872179407899999,high, aeroplane,,No Target,Critical,None,Na,Na,0.124,tone4,43,283
19,2008_000262.jpg, boat,,,,,38.409554998400004,high, boat,,No Target,Critical,None,Na,Na,0.825,tone1,3,243
20,2008_000270.jpg, person, dog, sofa,,,29.9356183869,high, sofa,,No Target,Critical,None,Na,Na,0.591,tone4,58,118
21,2008_000287.jpg, pottedplant,,,,,19.549656454899999,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,10,190
22,2008_000339.jpg, bird,,,,,14.382431817800001,low, bird, sofa,Target Absent,Critical,None,"[('q', 1.9123390471067978)]",-999,0.958,tone4,4,184
23,2008_000398.jpg, person, bottle,,,,20.423795473800002,low, bottle, sofa,Target Absent,Normal,None,"[('p', 3.3511718157533323)]",-999,None,None,30,210
24,2008_000400.jpg, bird,,,,,19.619544853200001,low, bird,,No Target,Normal,None,Na,Na,None,None,42,342
25,2008_000414.jpg, boat,,,,,35.947150003000004,high, boat,,No Target,Normal,None,Na,Na,None,None,40,160
26,2008_000418.jpg, person, chair, diningtable,,,28.877708545400001,high, chair,,No Target,Normal,None,Na,Na,None,None,5,425
27,2008_000421.jpg, person, bottle, sofa,,,28.876320235999998,high, bottle,,No Target,Normal,None,Na,Na,None,None,5,65
28,2008_000424.jpg, person,,,,,29.857857849200002,high, person,,No Target,Normal,None,Na,Na,None,None,21,441
29,2008_000491.jpg, pottedplant,,,,,15.0694834115,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,19,199
30,2008_000495.jpg, tvmonitor, chair, bottle,,,32.179769174999997,high, bottle,,No Target,Normal,None,Na,Na,None,None,30,150
31,2008_000533.jpg, bird,,,,,13.809456573399999,low, bird,,No Target,Normal,None,Na,Na,None,None,1,361
32,2008_000541.jpg, person, sofa,,,,29.639010239099999,high, sofa,,No Target,Critical,None,Na,Na,0.933,tone3,31,91
33,2008_000564.jpg, pottedplant, person,,,,31.190712873600003,high, person,,No Target,Normal,None,Na,Na,None,None,43,463
34,2008_000619.jpg, car, cat,,,,33.462184790500004,high, cat,,No Target,Normal,None,Na,Na,None,None,17,77
35,2008_000645.jpg, person,,,,,10.9629483508,low, person,,No Target,Normal,None,Na,Na,None,None,38,338
36,2008_000646.jpg, person,,,,,13.395747249300001,low, person, person,Target Present,Critical,None,"[('p', 1.9775683754050988)]",-999,0.945,tone1,59,359
37,2008_000697.jpg, bird,,,,,32.065095855500005,high, bird, aeroplane,Target Absent,Critical,"[('space', 0.6387336680782028)]","[('q', 2.3026969267448294)]",-999,0.143,tone1,28,448
38,2008_000734.jpg, person, sofa,,,,20.185339334400002,low, sofa,,No Target,Normal,None,Na,Na,None,None,2,2
39,2008_000777.jpg, person,,,,,20.325858104800002,low, person,,No Target,Normal,None,Na,Na,None,None,23,23
40,2008_000798.jpg, bird,,,,,29.594597886300001,high, bird,,No Target,Normal,None,Na,Na,None,None,13,73
