,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.
0,2008_000003.jpg, person, train,,,,19.449014773390626,low,Target Absent,Critical,"[('space', 0.6647410099585613)]",Na,Na,0.057,tone3,123
1,2008_000019.jpg, dog,,,,,18.690189971773826,low,Target Present,Normal,[],Na,Na,None,None,105
2,2008_000066.jpg, dog,,,,,14.840370850885167,low,Target Absent,Normal,[],Na,Na,None,None,2
3,2008_000076.jpg, horse,,,,,20.993717043020187,low,Target Present,Normal,[],Na,Na,None,None,149
4,2008_000090.jpg, person, bicycle,,,,32.732633502861255,high,Target Absent,Critical,"[('space', 0.7801441348765366)]",Na,Na,0.18,tone3,110
5,2008_000134.jpg, bird,,,,,12.526233189834119,low,Target Absent,Normal,[],Na,Na,None,None,121
6,2008_000142.jpg, person, horse,,,,19.226645392830168,low,Target Present,Critical,"[('space', 0.7446843207844722)]",Na,Na,0.137,tone3,55
7,2008_000236.jpg, person,,,,,19.276726337840987,low,Target Absent,Normal,[],Na,Na,None,None,127
8,2008_000278.jpg, person, car,,,,31.321418864776124,high,Target Present,Normal,[],Na,Na,None,None,150
9,2008_000287.jpg, pottedplant,,,,,19.549656454901235,low,Target Present,Normal,[],Na,Na,None,None,139
10,2008_000516.jpg, person, motorbike,,,,31.209970529954447,high,Target Present,Normal,[],"[('p', 0.8925790894381862)]",-999,None,None,132
11,2008_000548.jpg, person,,,,,30.022989666343125,high,Target Absent,Normal,[],Na,Na,None,None,145
12,2008_000559.jpg, dog,,,,,9.8709125956134471,low,Target Absent,Normal,[],Na,Na,None,None,144
13,2008_000581.jpg, cat,,,,,18.751727899228413,low,Target Absent,Normal,[],Na,Na,None,None,111
14,2008_000634.jpg, person,,,,,21.23535981155764,low,Target Present,Normal,[],Na,Na,None,None,94
15,2008_000646.jpg, person,,,,,13.395747249343186,low,Target Present,Critical,"[('space', 0.5397328846247547)]",Na,Na,0.007,tone2,69
16,2008_000719.jpg, person, car,,,,29.324401155078011,high,Target Absent,Normal,[],Na,Na,None,None,67
17,2008_000777.jpg, person,,,,,20.325858104825315,low,Target Present,Normal,[],Na,Na,None,None,129
18,2008_000887.jpg, person,,,,,20.523594007717811,low,Target Absent,Normal,[],Na,Na,None,None,13
19,2008_000901.jpg, dog,,,,,15.330782976191662,low,Target Absent,Normal,[],Na,Na,None,None,76
20,2008_001099.jpg, person,,,,,30.882721824083184,high,Target Present,Normal,[],Na,Na,None,None,117
21,2008_001118.jpg, train,,,,,29.354863184018196,high,Target Present,Normal,[],Na,Na,None,None,91
22,2008_001182.jpg, person, dog,,,,32.236048221294716,high,Target Absent,Normal,[],Na,Na,None,None,63
23,2008_001205.jpg, person,,,,,19.675826944132364,low,Target Present,Normal,[],Na,Na,None,None,33
24,2008_001245.jpg, person,,,,,18.933539513653752,low,Target Absent,Critical,"[('space', 0.7146582170798865)]",Na,Na,0.054,tone1,153
25,2008_001410.jpg, dog,,,,,18.678810745708358,low,Target Present,Critical,[],Na,Na,0.026,tone2,10
26,2008_001594.jpg, person, bottle,,,,31.264758848601922,high,Target Present,Normal,[],Na,Na,None,None,44
27,2008_001679.jpg, bird,,,,,20.306663033585295,low,Target Present,Normal,[],Na,Na,None,None,148
28,2008_001688.jpg, pottedplant, tvmonitor,,,,30.844946015550327,high,Target Present,Critical,"[('space', 0.7193033423918678)]","[('q', 2.021456584486259)]",-999,0.12,tone3,81
29,2008_001714.jpg, person,,,,,17.516930411914359,low,Target Absent,Normal,[],Na,Na,None,None,15
30,2008_001867.jpg, car, person,,,,37.30025115103205,high,Target Present,Normal,[],Na,Na,None,None,89
31,2008_001947.jpg, person,,,,,31.76901911553308,high,Target Absent,Normal,[],Na,Na,None,None,50
32,2008_001967.jpg, person,,,,,28.793107928954345,high,Target Absent,Normal,[],Na,Na,None,None,23
33,2008_001998.jpg, person,,,,,32.67872578084112,high,Target Present,Normal,[],Na,Na,None,None,120
34,2008_002218.jpg, tvmonitor, chair,,,,30.660587376670609,high,Target Absent,Normal,[],Na,Na,None,None,3
35,2008_002234.jpg, cat,,,,,20.956606433416127,low,Target Absent,Critical,"[('space', 0.8161097153906667)]",Na,Na,0.196,tone2,87
36,2008_002296.jpg, person,,,,,19.556704724825288,low,Target Absent,Normal,[],"[('q', 1.5293843448480402)]",-999,None,None,9
37,2008_002487.jpg, person,,,,,20.524302386897595,low,Target Present,Normal,[],Na,Na,None,None,22
38,2008_002616.jpg, person,,,,,20.128796267601427,low,Target Present,Normal,[],Na,Na,None,None,37
39,2008_002666.jpg, person, horse,,,,20.789724110777932,low,Target Present,Normal,[],Na,Na,None,None,84
40,2008_002736.jpg, person, diningtable, bottle,,,36.414042237667729,high,Target Absent,Normal,[],Na,Na,None,None,93
41,2008_002820.jpg, person,,,,,20.766333318457924,low,Target Absent,Normal,[],Na,Na,None,None,30
42,2008_003017.jpg, person,,,,,28.621791519816551,high,Target Present,Normal,[],Na,Na,None,None,130
43,2008_003068.jpg, train,,,,,28.832520461888603,high,Target Present,Normal,[],Na,Na,None,None,103
44,2008_003104.jpg, cat,,,,,9.8922186856238596,low,Target Absent,Normal,[],Na,Na,None,None,135
45,2008_003120.jpg, person,,,,,19.512779024532247,low,Target Absent,Normal,"[('space', 9.151692302111769e-05)]",Na,Na,None,None,11
46,2008_003448.jpg, person, chair,,,,30.016324329275829,high,Target Absent,Normal,[],Na,Na,None,None,143
47,2008_003449.jpg, boat,,,,,34.708650154968005,high,Target Absent,Normal,[],Na,Na,None,None,43
48,2008_003464.jpg, person,,,,,19.72420040844229,low,Target Absent,Normal,[],Na,Na,None,None,125
49,2008_003706.jpg, person,,,,,17.23065839052537,low,Target Absent,Critical,"[('space', 0.7538243240005613)]",Na,Na,0.11,tone3,147
50,2008_003852.jpg, dog,,,,,18.163024969077554,low,Target Absent,Normal,[],"[('p', 1.1649328818875802)]",-999,None,None,52
51,2008_004036.jpg, person, motorbike,,,,19.446156687645161,low,Target Absent,Critical,"[('space', 0.6919178297775943)]",Na,Na,0.131,tone4,122
52,2008_004371.jpg, person, motorbike,,,,32.579236803168989,high,Target Absent,Normal,[],Na,Na,None,None,106
53,2008_004389.jpg, person, bottle, diningtable,,,28.822656476371627,high,Target Present,Critical,"[('space', 0.7767973524523768)]",Na,Na,0.177,tone2,79
54,2008_004425.jpg, bird,,,,,17.14996667859641,low,Target Absent,Critical,"[('space', 0.9217766941465015)]",Na,Na,0.143,tone4,21
55,2008_004436.jpg, person, car,,,,30.697177208527194,high,Target Present,Normal,[],Na,Na,None,None,46
56,2008_004487.jpg, chair, bottle,,,,35.925064893420085,high,Target Present,Normal,[],Na,Na,None,None,16
57,2008_004522.jpg, person,,,,,20.543288615744785,low,Target Absent,Normal,[],Na,Na,None,None,108
58,2008_004564.jpg, person, chair, bottle, diningtable,,28.719634584894571,high,Target Absent,Normal,[],Na,Na,None,None,58
59,2008_004615.jpg, pottedplant, motorbike,,,,29.797419521088532,high,Target Present,Normal,[],Na,Na,None,None,86
60,2008_004695.jpg, dog,,,,,14.467183249090136,low,Target Absent,Normal,[],Na,Na,None,None,40
61,2008_004756.jpg, pottedplant, person,,,,29.004664080836946,high,Target Present,Normal,[],Na,Na,None,None,146
62,2008_005001.jpg, pottedplant, person,,,,34.943837141944897,high,Target Absent,Normal,[],Na,Na,None,None,39
63,2008_005172.jpg, person, motorbike,,,,15.533652366722812,low,Target Present,Critical,"[('space', 0.7507455350578311)]",Na,Na,0.06,tone1,133
