,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Exemplar of,To be asked,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.,trial_n
189,2008_007704.jpg, chair, diningtable, bottle,,,20.03811988,low, bottle,,No Target,Critical,"[('space', 0.1700552636775683)]",Na,Na,0.426,tone3,0,0
22,2008_000339.jpg, bird,,,,,14.38243182,low, bird,,No Target,Normal,None,Na,Na,None,None,1,1
277,2009_003181.jpg, person,,,,,20.71653544,low, person,,No Target,Normal,None,Na,Na,None,None,2,2
23,2008_000398.jpg, person, bottle,,,,20.42379547,low, bottle,,No Target,Critical,"[('space', 0.5887409096039846)]",Na,Na,0.951,tone3,3,3
438,2011_001198.jpg, sofa, dog,,,,16.6984986,low, sofa,,No Target,Normal,None,Na,Na,None,None,4,4
7,2008_000119.jpg, person, horse,,,,19.18754607,low, horse,,No Target,Normal,None,Na,Na,None,None,5,5
108,2008_003846.jpg, car,,,,,18.10032217,low, car,,No Target,Normal,None,Na,Na,None,None,6,6
345,2010_001863.jpg, cat,,,,,16.82752057,low, cat,,No Target,Normal,None,Na,Na,None,None,7,7
14,2008_000193.jpg, car, person,,,,16.25909358,low, car,,No Target,Normal,None,Na,Na,None,None,8,8
291,2009_004016.jpg, dog,,,,,19.65229661,low, dog,,No Target,Normal,None,Na,Na,None,None,9,9
418,2011_000379.jpg, sofa, cat,,,,21.05425029,low, sofa,,No Target,Critical,"[('space', 0.20059910798136116)]",Na,Na,0.697,tone1,10,10
77,2008_002182.jpg, cat,,,,,16.26490692,low, cat,,No Target,Normal,None,Na,Na,None,None,11,11
430,2011_001005.jpg, pottedplant, sofa,,,,18.96772267,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,12,12
274,2009_002998.jpg, sofa,,,,,20.95630729,low, sofa,,No Target,Normal,None,Na,Na,None,None,13,13
46,2008_000972.jpg, person, sofa,,,,20.70787778,low, person,,No Target,Normal,None,Na,Na,None,None,14,14
130,2008_004702.jpg, person, chair, dog,,,18.94630701,low, chair,,No Target,Critical,"[('space', 0.4867810789755822)]",Na,Na,0.94,tone4,15,15
31,2008_000533.jpg, bird,,,,,13.80945657,low, bird,,No Target,Normal,None,Na,Na,None,None,16,16
168,2008_006784.jpg, sofa,,,,,17.05590937,low, sofa,,No Target,Normal,None,Na,Na,None,None,17,17
257,2009_002123.jpg, pottedplant, person,,,,19.66447615,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,18,18
64,2008_001694.jpg, pottedplant, sofa, chair,,,18.5118878,low, sofa,,No Target,Critical,"[('space', 0.9052175479846483)]",Na,Na,0.292,tone1,19,19
358,2010_002661.jpg, pottedplant,,,,,15.88057161,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,20,20
2,2008_000037.jpg, aeroplane,,,,,12.091823,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,21,21
45,2008_000952.jpg, car,,,,,19.759256,low, car, car,Target Present,Normal,None,"[('p', 2.075837308570044)]",-999,None,None,22,22
457,2011_001886.jpg, boat,,,,,19.6857523,low, boat,,No Target,Normal,None,Na,Na,None,None,23,23
389,2010_004425.jpg, sofa, cat,,,,18.28847734,low, sofa,,No Target,Normal,None,Na,Na,None,None,24,24
191,2008_007816.jpg, horse,,,,,21.01947615,low, horse, horse,Target Present,Critical,None,"[('p', 1.8840634540138126)]","['space', 1.3561339716525254]",0.865,tone1,25,25
123,2008_004490.jpg, chair, cat,,,,16.57851398,low, chair,,No Target,Normal,None,Na,Na,None,None,26,26
414,2010_006078.jpg, cat,,,,,13.15004464,low, cat,,No Target,Normal,None,Na,Na,None,None,27,27
6,2008_000112.jpg, bottle, cat,,,,21.25982976,low, bottle,,No Target,Normal,None,Na,Na,None,None,28,28
416,2011_000129.jpg, aeroplane,,,,,15.90618893,low, aeroplane,,No Target,Critical,"[('space', 0.4486122499247358)]",Na,Na,0.987,tone1,29,29
103,2008_003659.jpg, cat,,,,,15.63366674,low, cat,,No Target,Normal,None,Na,Na,None,None,30,30
116,2008_004208.jpg, person, chair,,,,21.15894772,low, person,,No Target,Normal,None,Na,Na,None,None,31,31
367,2010_003280.jpg, person, horse,,,,20.30683532,low, horse,,No Target,Normal,None,Na,Na,None,None,32,32
290,2009_003974.jpg, car,,,,,16.30622987,low, car,,No Target,Normal,None,Na,Na,None,None,33,33
166,2008_006546.jpg, dog,,,,,15.67179749,low, dog,,No Target,Normal,None,Na,Na,None,None,34,34
117,2008_004269.jpg, sofa, person,,,,20.98329806,low, sofa,,No Target,Critical,"[('space', 0.08493882336006209)]",Na,Na,0.609,tone1,35,35
365,2010_003255.jpg, bird,,,,,13.95929412,low, bird,,No Target,Normal,None,Na,Na,None,None,36,36
238,2009_001314.jpg, bird,,,,,8.549086134,low, bird,,No Target,Normal,None,Na,Na,None,None,37,37
38,2008_000734.jpg, person, sofa,,,,20.18533933,low, sofa, sofa,Target Present,Normal,None,"[('p', 2.1452114126450397)]",-999,None,None,38,38
448,2011_001613.jpg, person, boat,,,,17.51694148,low, boat,,No Target,Normal,None,Na,Na,None,None,39,39
368,2010_003287.jpg, tvmonitor, chair, person,,,20.15519305,low, chair,,No Target,Normal,None,Na,Na,None,None,40,40
329,2010_000846.jpg, dog,,,,,11.4893019,low, dog,,No Target,Normal,None,Na,Na,None,None,41,41
36,2008_000646.jpg, person,,,,,13.39574725,low, person,,No Target,Normal,None,Na,Na,None,None,42,42
479,2011_003098.jpg, dog,,,,,14.52660239,low, dog,,No Target,Normal,None,Na,Na,None,None,43,43
399,2010_005257.jpg, cat,,,,,20.04157457,low, cat,,No Target,Critical,"[('space', 0.7384768504953172)]",Na,Na,0.216,tone2,44,44
328,2010_000838.jpg, person, horse,,,,20.40572806,low, horse,,No Target,Normal,None,Na,Na,None,None,45,45
