,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.
0,2008_003448.jpg, person, chair,,,,30.016324329275829,high,Target Present,Normal,[],Na,Na,None,None,77
1,2008_003449.jpg, boat,,,,,34.708650154968005,high,Target Present,Normal,[],Na,Na,None,None,115
2,2008_003464.jpg, person,,,,,19.72420040844229,low,Target Absent,Normal,[],Na,Na,None,None,143
3,2008_003477.jpg, chair, diningtable,,,,34.860726553164767,high,Target Absent,Normal,[],Na,Na,None,None,17
4,2008_003498.jpg, car, motorbike,,,,32.345816037704573,high,Target Present,Normal,[],Na,Na,None,None,4
5,2008_003701.jpg, boat,,,,,29.9571992215138,high,Target Present,Normal,[],"[('q', 1.3085839108680375)]",-999,None,None,98
6,2008_003706.jpg, person,,,,,17.23065839052537,low,Target Present,Critical,[],Na,Na,0.163,tone1,88
7,2008_003852.jpg, dog,,,,,18.163024969077554,low,Target Absent,Normal,[],Na,Na,None,None,13
8,2008_004036.jpg, person, motorbike,,,,19.446156687645161,low,Target Absent,Normal,[],"[('p', 1.0479105780977989)]",-999,None,None,151
9,2008_004269.jpg, sofa, person,,,,20.983298059388602,low,Target Present,Normal,[],Na,Na,None,None,72
10,2008_004371.jpg, person, motorbike,,,,32.579236803168989,high,Target Present,Normal,[],"[('q', 1.4711085680610267)]",-999,None,None,157
11,2008_004389.jpg, person, bottle, diningtable,,,28.822656476371627,high,Target Absent,Critical,[],Na,Na,0.034,tone1,155
12,2008_004425.jpg, bird,,,,,17.14996667859641,low,Target Absent,Normal,[],Na,Na,None,None,109
13,2008_004436.jpg, person, car,,,,30.697177208527194,high,Target Absent,Normal,[],Na,Na,None,None,94
14,2008_004487.jpg, chair, bottle,,,,35.925064893420085,high,Target Present,Normal,[],Na,Na,None,None,81
15,2008_004522.jpg, person,,,,,20.543288615744785,low,Target Present,Normal,[],Na,Na,None,None,14
16,2008_004564.jpg, person, chair, bottle, diningtable,,28.719634584894571,high,Target Absent,Critical,[],Na,Na,0.123,tone1,117
17,2008_004607.jpg, bottle,,,,,20.465741194973702,low,Target Present,Normal,[],Na,Na,None,None,114
18,2008_004615.jpg, pottedplant, motorbike,,,,29.797419521088532,high,Target Absent,Critical,[],Na,Na,0.151,tone1,113
19,2008_004695.jpg, dog,,,,,14.467183249090136,low,Target Absent,Normal,[],Na,Na,None,None,15
20,2008_004702.jpg, person, chair, dog,,,18.946307005815271,low,Target Absent,Normal,[],Na,Na,None,None,149
21,2008_004742.jpg, bird,,,,,14.4872306142904,low,Target Present,Normal,[],Na,Na,None,None,91
22,2008_004756.jpg, pottedplant, person,,,,29.004664080836946,high,Target Absent,Normal,[],Na,Na,None,None,153
23,2008_005001.jpg, pottedplant, person,,,,34.943837141944897,high,Target Present,Normal,[],Na,Na,None,None,133
24,2008_005172.jpg, person, motorbike,,,,15.533652366722812,low,Target Absent,Normal,[],Na,Na,None,None,30
25,2008_005194.jpg, dog,,,,,19.65239616193384,low,Target Absent,Critical,[],Na,Na,0.078,tone2,132
26,2008_005251.jpg, person,,,,,18.439772554206488,low,Target Present,Normal,[],Na,Na,None,None,11
27,2008_005276.jpg, person, bicycle,,,,33.363226940798569,high,Target Present,Critical,[],Na,Na,0.054,tone1,97
28,2008_005288.jpg, cat,,,,,15.614019717005355,low,Target Present,Normal,[],Na,Na,None,None,0
29,2008_005342.jpg, tvmonitor, chair, bottle, diningtable,,34.04502196437339,high,Target Absent,Critical,[],Na,Na,0.164,tone2,103
