,0,1,2,3,4,5,6,7
2008_000002.jpg, tvmonitor,,,,,"
",15.135794786574847,low
2008_000003.jpg, person, train,,,,"
",19.449014773390623,low
2008_000015.jpg, bottle,,,,,"
",31.539720000815944,high
2008_000016.jpg, tvmonitor,,,,,"
",17.20758062381875,low
2008_000019.jpg, dog,,,,,"
",18.690189971773822,low
2008_000023.jpg, tvmonitor, bottle, person,,,"
",35.93251371127249,high
2008_000032.jpg, bus, person,,,,"
",30.61203594760841,high
2008_000033.jpg, aeroplane,,,,,"
",16.997423338421306,low
2008_000036.jpg, person, bicycle, boat,,,"
",33.11883423930427,high
2008_000037.jpg, aeroplane,,,,,"
",12.091823003636206,low
2008_000041.jpg, pottedplant, person, chair, diningtable,,"
",37.710719022258736,high
2008_000051.jpg, person, chair, bottle,,,"
",31.77717932243077,high
2008_000054.jpg, bird,,,,,"
",17.429143648081226,low
2008_000056.jpg, cat,,,,,"
",19.371595562478767,low
2008_000059.jpg, person, dog,,,,"
",19.028715358701966,low
2008_000060.jpg, cat,,,,,"
",19.84875639449439,low
2008_000062.jpg, cat,,,,,"
",17.23627412654381,low
2008_000064.jpg, aeroplane,,,,,"
",18.799443519388333,low
2008_000066.jpg, dog,,,,,"
",14.840370850885167,low
2008_000074.jpg, car,,,,,"
",17.146807898039924,low
2008_000076.jpg, horse,,,,,"
",20.993717043020187,low
2008_000078.jpg, dog,,,,,"
",19.687655022097097,low
2008_000080.jpg, dog,,,,,"
",18.00772703713736,low
2008_000089.jpg, chair,,,,,"
",14.267557827613274,low
2008_000090.jpg, person, bicycle,,,,"
",32.73263350286125,high
2008_000093.jpg, tvmonitor, chair, sofa,,,"
",29.8220330038045,high
2008_000105.jpg, car,,,,,"
",19.453167354566595,low
2008_000107.jpg, chair,,,,,"
",34.27686572380214,high
2008_000109.jpg, car, motorbike, person,,,"
",34.34536717661168,high
2008_000112.jpg, bottle, cat,,,,"
",21.25982975642143,low
2008_000115.jpg, chair, cat,,,,"
",17.570654058012458,low
2008_000119.jpg, person, horse,,,,"
",19.18754607420367,low
2008_000123.jpg, bird,,,,,"
",12.433989779329735,low
2008_000131.jpg, bird,,,,,"
",14.35753372976724,low
2008_000134.jpg, bird,,,,,"
",12.526233189834121,low
2008_000138.jpg, person, dog,,,,"
",38.32944507364966,high
2008_000140.jpg, boat,,,,,"
",41.700233124686065,high
2008_000141.jpg, person, horse,,,,"
",19.285367897602754,low
2008_000142.jpg, person, horse,,,,"
",19.226645392830168,low
2008_000145.jpg, tvmonitor, bottle,,,,"
",30.15921480306268,high
2008_000151.jpg, aeroplane,,,,,"
",8.17124474061747,low
2008_000162.jpg, dog,,,,,"
",15.46482109232506,low
2008_000163.jpg, car,,,,,"
",18.708497724634334,low
2008_000177.jpg, horse,,,,,"
",16.396955524186414,low
2008_000181.jpg, cat,,,,,"
",16.853061652754523,low
2008_000182.jpg, cat,,,,,"
",20.738241741493173,low
2008_000183.jpg, dog,,,,,"
",19.755286187157026,low
2008_000185.jpg, person, car,,,,"
",17.007637825531805,low
2008_000189.jpg, person, car,,,,"
",18.390878339274188,low
2008_000191.jpg, person, bicycle, boat,,,"
",34.31905160776113,high
2008_000192.jpg, bird,,,,,"
",29.176311484999026,high
2008_000193.jpg, car, person,,,,"
",16.25909357763821,low
2008_000194.jpg, person, bicycle,,,,"
",30.247086791816383,high
2008_000196.jpg, pottedplant, bicycle, bottle, cat,,"
",35.35378442994306,high
2008_000197.jpg, aeroplane,,,,,"
",16.576097226261325,low
2008_000199.jpg, person, car,,,,"
",37.57596605384205,high
2008_000202.jpg, person, chair, bottle, tvmonitor,,"
",34.63305609058192,high
2008_000204.jpg, person,,,,,"
",34.4721333111038,high
2008_000213.jpg, person,,,,,"
",17.782104209956575,low
2008_000219.jpg, horse,,,,,"
",19.598131175056185,low
2008_000222.jpg, person, cat,,,,"
",15.040290076749551,low
2008_000226.jpg, person, car,,,,"
",38.32893615920331,high
2008_000233.jpg, person,,,,,"
",17.61357736315364,low
2008_000236.jpg, person,,,,,"
",19.27672633784099,low
2008_000238.jpg, bus,,,,,"
",18.458884773730013,low
2008_000239.jpg, dog,,,,,"
",12.592944710430375,low
2008_000243.jpg, person,,,,,"
",30.271915862491277,high
2008_000244.jpg, tvmonitor,,,,,"
",29.284231988958208,high
2008_000246.jpg, person, chair,,,,"
",40.12527282837644,high
2008_000251.jpg, car, aeroplane,,,,"
",35.87217940794205,high
2008_000253.jpg, car,,,,,"
",32.89697992182331,high
2008_000257.jpg, sheep,,,,,"
",18.8246469930648,low
2008_000262.jpg, boat,,,,,"
",38.40955499844457,high
2008_000264.jpg, person,,,,,"
",19.938150127084665,low
2008_000270.jpg, person, dog, sofa,,,"
",29.935618386927246,high
2008_000271.jpg, person,,,,,"
",29.818149866572906,high
2008_000272.jpg, bottle,,,,,"
",29.27005817562476,high
2008_000274.jpg, pottedplant, chair,,,,"
",32.05426967627484,high
2008_000275.jpg, pottedplant, person,,,,"
",33.38296323009356,high
2008_000278.jpg, person, car,,,,"
",31.321418864776124,high
2008_000283.jpg, person,,,,,"
",33.97363663581047,high
2008_000287.jpg, pottedplant,,,,,"
",19.549656454901235,low
2008_000289.jpg, person,,,,,"
",30.80912668396049,high
2008_000290.jpg, person, diningtable, bottle,,,"
",29.655200574298565,high
2008_000297.jpg, person, chair,,,,"
",28.840725715447636,high
2008_000298.jpg, person,,,,,"
",20.301652196461752,low
2008_000309.jpg, tvmonitor,,,,,"
",34.32804846349,high
2008_000315.jpg, car, person, motorbike, bus,,"
",32.00431947782974,high
2008_000316.jpg, person,,,,,"
",14.073376675359453,low
2008_000318.jpg, bird,,,,,"
",19.257470088919938,low
2008_000321.jpg, sofa, person,,,,"
",35.92557187315038,high
2008_000328.jpg, person, motorbike,,,,"
",30.239092464998592,high
2008_000330.jpg, person, dog,,,,"
",16.24623143790512,low
2008_000338.jpg, person, diningtable,,,,"
",30.330526155017544,high
